Descripcion;Identificador;Titulo;Año;Prevision Inicial ;IngresoClassificationPath;
09;2020-332-09;TASA 2.24 PERMISOS ACAMPADA LIBRE GRUPOS O ASOCIACIONES JUVENILES EN LA CAR;2020;700;Comunidad Autónoma de La Rioja, 332 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
10;2020-332-10;TASA 2.25 EXPEDICION DE CARNET JOVEN;2020;21000;Comunidad Autónoma de La Rioja, 332 ACTUACIONES DE PROTECCION Y PROMOCION SOCIAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
00;2020-333-00;TASA 3.15 SERVICIOS SANITARIOS;2020;155000;Comunidad Autónoma de La Rioja, 333 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
01;2020-333-01;TASA 3.16 INSCRIPCIONES Y CONTROLES SANITARIOS CARNES FRESCAS Y OTROS PROD. ANIM;2020;25000;Comunidad Autónoma de La Rioja, 333 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
02;2020-333-02;TASA 3.17 SERVICIOS DOCENTES DE EOI Y DE CONSERVATORIOS DE MUSICA DE LA RIOJA;2020;271200;Comunidad Autónoma de La Rioja, 333 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
03;2020-333-03;TASA 3.18 EXPEDICION DE TITULOS ACADEMICOS Y PROFESIONALES;2020;130000;Comunidad Autónoma de La Rioja, 333 PRODUCCION DE BIENES PUBLICOS DE CARACTER PREFERENTE, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
00;2020-334-00;TASA 4.15 PRESTACION SERVICIOS RELACIONADOS CON LA PRODUCCION AGRICOLA;2020;40000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
01;2020-334-01;TASA 4.16 ORDENACION Y DEFENSA DE LAS INDUSTRIAS AGRARIAS;2020;7000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
02;2020-334-02;TASA 4.17 GESTION TECNICO FACULTATIVA SERVICIOS AGRONOMICOS;2020;111000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
03;2020-334-03;TASA 4.18 SERVICIOS FACULTATIVOS VETERINARIOS;2020;45000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
05;2020-334-05;TASA 4.20 ASISTENCIA DEL SERVICIO VETERINARIO OFICIAL A FERIAS;2020;2600;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
06;2020-334-06;TASA 4.21 INDUSTRIA;2020;200000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
07;2020-334-07;TASA 4.22 PRESTACION DE SERVICIOS DE ITV;2020;550000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
08;2020-334-08;TASA 4.23 TRAMITACION ADMINISTRATIVA DE LICENCIA COMERCIAL ESPECIFICA;2020;100;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
09;2020-334-09;TASA 4.24 EXPEDICION OTRAS CERTIFICACIONES DE LA DIRECCION GENERAL DE TRABAJO;2020;0;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
10;2020-334-10;TASA 4.25 SERVICIOS PRESTADOS EN EL REGISTRO DE PROPIEDAD INTELECTUAL;2020;4000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
11;2020-334-11;TASA 4.26 ORDENACION DE TRANSPORTES MECANICOS POR CARRETERA;2020;260000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
12;2020-334-12;TASA 4.27 PRESTACION SERVICIO LABORATORIO PARA CONTROL CALIDAD DE MATERIALES;2020;50000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
13;2020-334-13;TASA 4.28 OCUPACION Y APROVECHAMIENTO BIENES DE DOMINIO PUBLICO;2020;40000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
14;2020-334-14;TASA 4.29 INFORMES Y OTRAS ACTUACIONES;2020;30800;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
15;2020-334-15;TASA 4.30 REPRODUCCION DE DOCUMENTOS;2020;50;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
16;2020-334-16;TASA 4.31 SERVICIOS COMUNES URBANISMO Y MINAS, RELATIVOS A EXPROPIACION;2020;0;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
17;2020-334-17;TASA 4.32 ORDENACION DE DERECHOS MINEROS;2020;2000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
19;2020-334-19;TASA 4.34 ACTUACIONES DE GESTION DE EXPLOTACIONES MINERAS;2020;25000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
20;2020-334-20;TASA 4.35 ACTIVIDADES RELACIONADAS CON REGISTROS PUBLICOS INDUSTRIAS EXTRACTIVAS;2020;0;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
21;2020-334-21;TASA 4.36 PARTICIPACION EN EXAMENES Y EXPEDICION DE ACREDITACIONES;2020;1000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
24;2020-334-24;TASA 4.39 INFORMACION GEOGRAFICA;2020;0;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
25;2020-334-25;TASA 4.40 SERVICIOS EN MATERIA FORESTAL Y VIAS PECUARIAS;2020;235000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
26;2020-334-26;TASA 4.41 SERVICIOS EN MATERIA DE CAZA;2020;280000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
27;2020-334-27;TASA 4.42. PERMISOS DE CAZA EN TERRENOS CINEGETICOS ADMINISTRADOS POR LA CAR;2020;200000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
28;2020-334-28;TASA 4.43 SERVICIOS EN MATERIA DE PESCA;2020;80000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
29;2020-334-29;TASA 4.44 PERMISOS DE PESCA EN COTOS FLUVIALES;2020;30000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
30;2020-334-30;TASA 4.45 SERVICIOS EN MATERIA DE FLORA Y FAUNA;2020;8000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
31;2020-334-31;TASA 4.46 OCUPACION Y APROVECHAMIENTO DE VIAS PECUARIAS;2020;100000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
32;2020-334-32;TASA 4.47 SERVICIOS EN MATERIA DE CALIDAD AMBIENTAL;2020;30000;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
33;2020-334-33;TASA 4.48 SERVICIOS EN MATERIA DE INFORMACION MEDIOAMBIENTAL;2020;0;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
34;2020-334-34;TASA 4.49 SUBCONTRATACION EN EL SECTOR DE LA CONSTRUCCION;2020;0;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
35;2020-334-35;TASA 4.35 ACREDITACION LABORATORIOS DE ENSAYOS PARA CONTROL CALIDAD EDIFICACION;2020;0;Comunidad Autónoma de La Rioja, 334 ACTUACIONES DE CARACTER ECONOMICO, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
00;2020-339-00;TASA 9.15 ACTUACIONES ADMINISTRATIVAS EN MATERIA JUEGOS DE SUERTE, ENVITE O AZAR;2020;150000;Comunidad Autónoma de La Rioja, 339 ACTUACIONES DE CARACTER GENERAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
01;2020-339-01;TASA 9.16 VENTA DE IMPRESOS PARA EL CUMPLIMIENTO DE OBLIGACIONES TRIBUTARIAS;2020;7000;Comunidad Autónoma de La Rioja, 339 ACTUACIONES DE CARACTER GENERAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
02;2020-339-02;TASA 9.17 INSCRIPCIONES REGISTRO MEDIADORES Y CORREDORES DE SEGUROS;2020;500;Comunidad Autónoma de La Rioja, 339 ACTUACIONES DE CARACTER GENERAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
03;2020-339-03;TASA 9.18 DEL BOLETIN OFICIAL DE LA RIOJA;2020;90000;Comunidad Autónoma de La Rioja, 339 ACTUACIONES DE CARACTER GENERAL, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
  ;2020-350-  ;GESTIONADA POR S.R.S. PARA FINANCIAR SUS GASTOS SANITARIOS;2020;3000000;Comunidad Autónoma de La Rioja, 35 INGRESOS PROCEDENTES DE PRESTACIONES DE ASISTENCIA SANITARIA, 3 TASAS Y OTROS INGRESOS, 350 GESTIONADA POR S.R.S. PARA FINANCIAR SUS GASTOS SANITARIOS;
  ;2020-380-  ;DE PAGOS DE EJERCICIOS ANTERIORES;2020;2800000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 380 DE PAGOS DE EJERCICIOS ANTERIORES, 38 REINTEGROS;
00;2020-391-00;RECARGOS DE APREMIO;2020;250000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 391 RECARGOS Y MULTAS;
01;2020-391-01;INTERESES DE DEMORA;2020;350000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 391 RECARGOS Y MULTAS;
02;2020-391-02;MULTAS Y SANCIONES;2020;3000000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 391 RECARGOS Y MULTAS;
  ;2020-392-  ;RECAUDACION DE TRIBUTOS;2020;3000000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 392 RECAUDACION DE TRIBUTOS;
  ;2020-393-  ;INDEMNIZACION POR OCUPACION TEMPORAL DE MONTES;2020;500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 393 INDEMNIZACION POR OCUPACION TEMPORAL DE MONTES;
  ;2020-394-  ;PARTICIPACION EN INGRESOS DE LA C.T.N.E.;2020;40000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 394 PARTICIPACION EN INGRESOS DE LA C.T.N.E.;
00;2020-395-00;COMISIONES POR CONCESION DE AVALES;2020;1000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 395 INGRESOS DE GESTIONES DIVERSAS;
02;2020-395-02;PRIMAS CANALIZACION DE IMPUESTOS Y CUOTAS A LA SEGURIDAD SOCIAL;2020;1000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 395 INGRESOS DE GESTIONES DIVERSAS;
01;2020-399-01;RECURSOS EVENTUALES;2020;1500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
02;2020-399-02;COSTAS JUDICIALES;2020;50000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
04;2020-399-04;OTRAS INDEMNIZACIONES;2020;60000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
06;2020-399-06;INGRESOS DE DIVERSAS MUTUAS DE ACC. DE TRABAJO Y ENF. PROF. DE LA SEG.SOC.;2020;40000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
99;2020-399-99;OTROS INGRESOS DIVERSOS;2020;281100;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
00;2020-401-00;SANIDAD, CONSUMO Y BIENESTAR SOCIAL;2020;3583700;Comunidad Autónoma de La Rioja, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACION DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
01;2020-401-01;AGRICULTURA, PESCA Y ALIMENTACIÓN;2020;1863000;Comunidad Autónoma de La Rioja, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACION DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
03;2020-401-03;INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES;2020;0;Comunidad Autónoma de La Rioja, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACION DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
04;2020-401-04;EDUCACION Y FORMACION PROFESIONAL;2020;3529200;Comunidad Autónoma de La Rioja, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACION DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
06;2020-401-06;TRANSPORTES, MOVILIDAD Y AGENDA URBANA;2020;0;Comunidad Autónoma de La Rioja, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACION DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
08;2020-401-08;HACIENDA;2020;0;Comunidad Autónoma de La Rioja, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACION DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
13;2020-401-13;CULTURA Y DEPORTE;2020;0;Comunidad Autónoma de La Rioja, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACION DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
15;2020-401-15;PRESIDENCIA, RELACIONES CON LAS CORTES Y MEMORIA DEMOCRÁTICA;2020;0;Comunidad Autónoma de La Rioja, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACION DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
16;2020-401-16;TRANSICION ECOLOGICA Y RETO DEMOGRAFICO;2020;0;Comunidad Autónoma de La Rioja, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACION DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
50;2020-401-50;HACIENDA.TRAMO 4 FONDO COVID RDL 22/2020;2020;0;Comunidad Autónoma de La Rioja, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACION DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
04;2020-402-04;TRANSFERENCIA DEL FONDO DE GARANTIA;2020;43923850;Comunidad Autónoma de La Rioja, 40 DE LA ADMINISTRACION DEL ESTADO, 402 PARTICIPACION INGRESOS DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
07;2020-402-07;FONDO DE SUFICIENCIA GLOBAL;2020;206237790;Comunidad Autónoma de La Rioja, 40 DE LA ADMINISTRACION DEL ESTADO, 402 PARTICIPACION INGRESOS DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
09;2020-402-09;ACTUALIZACION ENTREGAS A CUENTA;2020;19429119;Comunidad Autónoma de La Rioja, 40 DE LA ADMINISTRACION DEL ESTADO, 402 PARTICIPACION INGRESOS DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
12;2020-402-12;FONDOS DE CONVERGENCIA AUTONOMICA;2020;21875410;Comunidad Autónoma de La Rioja, 40 DE LA ADMINISTRACION DEL ESTADO, 402 PARTICIPACION INGRESOS DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
  ;2020-403-  ;PENSIONES ASISTENCIALES;2020;5000;Comunidad Autónoma de La Rioja, 40 DE LA ADMINISTRACION DEL ESTADO, 403 PENSIONES ASISTENCIALES, 4 TRANSFERENCIAS CORRIENTES;
  ;2020-404-  ;ACUERDO BILATERAL COMPENSACION EFECTO FRONTERA;2020;0;Comunidad Autónoma de La Rioja, 40 DE LA ADMINISTRACION DEL ESTADO, 404 ACUERDO BILATERAL COMPENSACION EFECTO FRONTERA, 4 TRANSFERENCIAS CORRIENTES;
  ;2020-406-  ;ASIGNACIÓN 0,7 POR CIENTO DEL I.R.P.F;2020;1660000;Comunidad Autónoma de La Rioja, 40 DE LA ADMINISTRACION DEL ESTADO, 406 ASIGNACIÓN 0,7 POR CIENTO DEL I.R.P.F, 4 TRANSFERENCIAS CORRIENTES;
00;2020-410-00;SERVICIO PÚBLICO DE EMPLEO ESTATAL;2020;11677500;Comunidad Autónoma de La Rioja, 410 DE ORGANISMOS AUTONOMOS, 41 DE ORGANISMOS AUTONOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
08;2020-410-08;INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA;2020;300000;Comunidad Autónoma de La Rioja, 410 DE ORGANISMOS AUTONOMOS, 41 DE ORGANISMOS AUTONOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
09;2020-410-09;ORGANISMO NACIONAL DE LOTERIAS Y APUESTAS DEL ESTADO;2020;65000;Comunidad Autónoma de La Rioja, 410 DE ORGANISMOS AUTONOMOS, 41 DE ORGANISMOS AUTONOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO, 4 TRANSFERENCIAS CORRIENTES;
00;2020-421-00;PRESTACIONES DEPENDENCIA;2020;10008300;Comunidad Autónoma de La Rioja, 421 DEL IMSERSO, 42 DE LA SEGURIDAD SOCIAL, 4 TRANSFERENCIAS CORRIENTES;
00;2020-422-00;DE LA TESORERIA GENERAL DE LA SEGURIDAD SOCIAL;2020;1800000;Comunidad Autónoma de La Rioja, 42 DE LA SEGURIDAD SOCIAL, 422 DE LA TESORERIA GENERAL DE LA SEGURIDAD SOCIAL, 4 TRANSFERENCIAS CORRIENTES;
05;2020-422-05;DEFICIT SANITARIO: CONVENIO EXTRANJEROS Y MUTUAS;2020;0;Comunidad Autónoma de La Rioja, 42 DE LA SEGURIDAD SOCIAL, 422 DE LA TESORERIA GENERAL DE LA SEGURIDAD SOCIAL, 4 TRANSFERENCIAS CORRIENTES;
00;2020-460-00;AYUNTAMIENTO DE LOGROÑO;2020;122000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 460 DE AYUNTAMIENTOS, 46 DE CORPORACIONES LOCALES;
01;2020-460-01;OTROS AYUNTAMIENTOS;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 460 DE AYUNTAMIENTOS, 46 DE CORPORACIONES LOCALES;
00;2020-470-00;CONTOUR GLOBAL LA RIOJA;2020;0;Comunidad Autónoma de La Rioja, 47 DE EMPRESAS PRIVADAS, 4 TRANSFERENCIAS CORRIENTES, 470 SOCIEDADES PRIVADAS;
10;2020-470-10;DONACIONES COVID-19;2020;0;Comunidad Autónoma de La Rioja, 47 DE EMPRESAS PRIVADAS, 4 TRANSFERENCIAS CORRIENTES, 470 SOCIEDADES PRIVADAS;
  ;2020-472-  ;ENTIDADES FINANCIERAS;2020;150000;Comunidad Autónoma de La Rioja, 47 DE EMPRESAS PRIVADAS, 4 TRANSFERENCIAS CORRIENTES, 472 ENTIDADES FINANCIERAS;
10;2020-480-10;DONACIONES COVID-19;2020;0;Comunidad Autónoma de La Rioja, 48 DE FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO., 480 INSTITUCIONES SIN FINES DE LUCRO, 4 TRANSFERENCIAS CORRIENTES;
  ;2020-490-  ;PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO;2020;3004931;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 490 PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO;
00;2020-491-00;OCM VINO;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
01;2020-491-01;PROMOCION TERCEROS PAISES;2020;6293000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
02;2020-491-02;FRUTA ESCOLAR;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
06;2020-491-06;AYUDAS A LA DESTILACIÓN;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
10;2020-491-10;FONDOS OPERATIVOS DE LAS ORGANIZ. DE PRODUCTORES;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
21;2020-491-21;PAGOS REMOLACHA AZUCARERA;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
29;2020-491-29;FRUTA ESCOLAR;2020;300000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
30;2020-491-30;REGIMEN DE AYUDAS DIRECTAS;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
31;2020-491-31;AYUDA ASOCIADA VACUNO DE LECHE;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
32;2020-491-32;AYUDA ASOCIADA VACA NODRIZA;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
33;2020-491-33;AYUDA ASOCIADA EXPLOTACIONES OVINO;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
34;2020-491-34;AYUDA ASOCIADA EXPLOTACIONES CAPRINO;2020;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA);
