Descripcion;Identificador;Titulo;Año;Prevision Inicial ;IngresoClassificationPath;
06;2021-334-06;TASA 4.21 INDUSTRIA;2021;175000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
07;2021-334-07;TASA 4.22 PRESTACION DE SERVICIOS DE ITV;2021;500000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
08;2021-334-08;TASA 4.23 TRAMITACION ADMINISTRATIVA DE LICENCIA COMERCIAL ESPECIFICA;2021;100;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
10;2021-334-10;TASA 4.25 SERVICIOS PRESTADOS EN EL REGISTRO DE PROPIEDAD INTELECTUAL;2021;3500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
11;2021-334-11;TASA 4.26 ORDENACION DE TRANSPORTES MECANICOS POR CARRETERA;2021;250000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
12;2021-334-12;TASA 4.27 PRESTACION SERVICIO LABORATORIO PARA CONTROL CALIDAD DE MATERIALES;2021;50000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
13;2021-334-13;TASA 4.28 OCUPACION Y APROVECHAMIENTO BIENES DE DOMINIO PUBLICO;2021;40000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
14;2021-334-14;TASA 4.29 INFORMES Y OTRAS ACTUACIONES;2021;30800;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
15;2021-334-15;TASA 4.30 REPRODUCCION DE DOCUMENTOS;2021;50;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
17;2021-334-17;TASA 4.32 ORDENACION DE DERECHOS MINEROS;2021;27000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
19;2021-334-19;TASA 4.34 ACTUACIONES DE GESTION DE EXPLOTACIONES MINERAS;2021;4000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
21;2021-334-21;TASA 4.36 PARTICIPACION EN EXAMENES Y EXPEDICION DE ACREDITACIONES;2021;21000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
25;2021-334-25;TASA 4.40 SERVICIOS EN MATERIA FORESTAL Y VIAS PECUARIAS;2021;120000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
26;2021-334-26;TASA 4.41 SERVICIOS EN MATERIA DE CAZA;2021;390000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
27;2021-334-27;TASA 4.42. PERMISOS DE CAZA EN TERRENOS CINEGETICOS ADMINISTRADOS POR LA CAR;2021;195000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
28;2021-334-28;TASA 4.43 SERVICIOS EN MATERIA DE PESCA;2021;60000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
29;2021-334-29;TASA 4.44 PERMISOS DE PESCA EN COTOS FLUVIALES;2021;30000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
30;2021-334-30;TASA 4.45 SERVICIOS EN MATERIA DE FLORA Y FAUNA;2021;300;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
31;2021-334-31;TASA 4.46 OCUPACION Y APROVECHAMIENTO DE VIAS PECUARIAS;2021;110000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
32;2021-334-32;TASA 4.47 SERVICIOS EN MATERIA DE CALIDAD AMBIENTAL;2021;40000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
33;2021-334-33;TASA 4.48 SERVICIOS EN MATERIA DE INFORMACION MEDIOAMBIENTAL;2021;300;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARACTER ECONOMICO;
00;2021-339-00;TASA 9.15 ACTUACIONES ADMINISTRATIVAS EN MATERIA JUEGOS DE SUERTE, ENVITE O AZAR;2021;75000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 339 ACTUACIONES DE CARACTER GENERAL;
01;2021-339-01;TASA 9.16 VENTA DE IMPRESOS PARA EL CUMPLIMIENTO DE OBLIGACIONES TRIBUTARIAS;2021;1000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 339 ACTUACIONES DE CARACTER GENERAL;
02;2021-339-02;TASA 9.17 INSCRIPCIONES REGISTRO MEDIADORES Y CORREDORES DE SEGUROS;2021;500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 339 ACTUACIONES DE CARACTER GENERAL;
03;2021-339-03;TASA 9.18 DEL BOLETIN OFICIAL DE LA RIOJA;2021;60000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 339 ACTUACIONES DE CARACTER GENERAL;
  ;2021-350-  ;GESTIONADA POR S.R.S. PARA FINANCIAR SUS GASTOS SANITARIOS;2021;2940000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 35 INGRESOS PROCEDENTES DE PRESTACIONES DE ASISTENCIA SANITARIA, 350 GESTIONADA POR S.R.S. PARA FINANCIAR SUS GASTOS SANITARIOS;
  ;2021-380-  ;DE PAGOS DE EJERCICIOS ANTERIORES;2021;2500000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 380 DE PAGOS DE EJERCICIOS ANTERIORES, 38 REINTEGROS;
00;2021-380-00;DE PAGOS DE EJERCICIOS ANTERIORES;2021;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 380 DE PAGOS DE EJERCICIOS ANTERIORES, 38 REINTEGROS;
00;2021-391-00;RECARGOS DE APREMIO;2021;75000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 391 RECARGOS Y MULTAS;
01;2021-391-01;INTERESES DE DEMORA;2021;75000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 391 RECARGOS Y MULTAS;
02;2021-391-02;MULTAS Y SANCIONES;2021;2500000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 391 RECARGOS Y MULTAS;
03;2021-391-03;MULTAS Y SANCIONES COVID;2021;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 391 RECARGOS Y MULTAS;
  ;2021-392-  ;RECAUDACION DE TRIBUTOS;2021;2500000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 392 RECAUDACION DE TRIBUTOS;
  ;2021-393-  ;INDEMNIZACION POR OCUPACION TEMPORAL DE MONTES;2021;500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 393 INDEMNIZACION POR OCUPACION TEMPORAL DE MONTES;
  ;2021-394-  ;PARTICIPACION EN INGRESOS DE LA C.T.N.E.;2021;20000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 394 PARTICIPACION EN INGRESOS DE LA C.T.N.E.;
00;2021-395-00;COMISIONES POR CONCESION DE AVALES;2021;1000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 395 INGRESOS DE GESTIONES DIVERSAS, 39 OTROS INGRESOS;
02;2021-395-02;PRIMAS CANALIZACION DE IMPUESTOS Y CUOTAS A LA SEGURIDAD SOCIAL;2021;1000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 395 INGRESOS DE GESTIONES DIVERSAS, 39 OTROS INGRESOS;
01;2021-399-01;RECURSOS EVENTUALES;2021;1000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
02;2021-399-02;COSTAS JUDICIALES;2021;50000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
04;2021-399-04;OTRAS INDEMNIZACIONES;2021;75000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
06;2021-399-06;INGRESOS DE DIVERSAS MUTUAS DE ACC. DE TRABAJO Y ENF. PROF. DE LA SEG.SOC.;2021;40000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
99;2021-399-99;OTROS INGRESOS DIVERSOS;2021;245800;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
00;2021-401-00;SANIDAD;2021;393500;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 401 DE DEPARTAMENTOS MINISTERIALES;
01;2021-401-01;AGRICULTURA, PESCA Y ALIMENTACIÓN;2021;1124097;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 401 DE DEPARTAMENTOS MINISTERIALES;
04;2021-401-04;EDUCACION Y FORMACION PROFESIONAL;2021;2311200;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 401 DE DEPARTAMENTOS MINISTERIALES;
08;2021-401-08;HACIENDA;2021;143000000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 401 DE DEPARTAMENTOS MINISTERIALES;
10;2021-401-10;JUSTICIA;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 401 DE DEPARTAMENTOS MINISTERIALES;
13;2021-401-13;CULTURA Y DEPORTE;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 401 DE DEPARTAMENTOS MINISTERIALES;
15;2021-401-15;PRESIDENCIA, RELACIONES CON LAS CORTES Y MEMORIA DEMOCRATICA;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 401 DE DEPARTAMENTOS MINISTERIALES;
16;2021-401-16;TRANSICION ECOLOGICA Y RETO DEMOGRAFICO;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 401 DE DEPARTAMENTOS MINISTERIALES;
17;2021-401-17;DERECHOS SOCIALES Y AGENDA 2030;2021;2162600;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 401 DE DEPARTAMENTOS MINISTERIALES;
18;2021-401-18;IGUALDAD;2021;1500000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 401 DE DEPARTAMENTOS MINISTERIALES;
19;2021-401-19;CONSUMO;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 401 DE DEPARTAMENTOS MINISTERIALES;
04;2021-402-04;TRANSFERENCIA DEL FONDO DE GARANTIA;2021;129517070;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 402 PARTICIPACION INGRESOS DEL ESTADO;
07;2021-402-07;FONDO DE SUFICIENCIA GLOBAL;2021;208188240;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 402 PARTICIPACION INGRESOS DEL ESTADO;
09;2021-402-09;ACTUALIZACION ENTREGAS A CUENTA;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 402 PARTICIPACION INGRESOS DEL ESTADO;
12;2021-402-12;FONDOS DE CONVERGENCIA AUTONOMICA;2021;26044830;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 402 PARTICIPACION INGRESOS DEL ESTADO;
  ;2021-403-  ;PENSIONES ASISTENCIALES;2021;2000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 403 PENSIONES ASISTENCIALES, 40 DE LA ADMINISTRACION DEL ESTADO;
  ;2021-406-  ;ASIGNACIÓN 0,7 POR CIENTO DEL I.R.P.F;2021;2470800;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACION DEL ESTADO, 406 ASIGNACIÓN 0,7 POR CIENTO DEL I.R.P.F;
00;2021-410-00;SERVICIO PÚBLICO DE EMPLEO ESTATAL;2021;8752900;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 410 DE ORGANISMOS AUTONOMOS, 41 DE ORGANISMOS AUTONOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO;
08;2021-410-08;INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA;2021;300000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 410 DE ORGANISMOS AUTONOMOS, 41 DE ORGANISMOS AUTONOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO;
09;2021-410-09;ORGANISMO NACIONAL DE LOTERIAS Y APUESTAS DEL ESTADO;2021;45000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 410 DE ORGANISMOS AUTONOMOS, 41 DE ORGANISMOS AUTONOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO;
00;2021-421-00;PRESTACIONES DEPENDENCIA;2021;9994800;Comunidad Autónoma de La Rioja, 42 DE LA SEGURIDAD SOCIAL, 4 TRANSFERENCIAS CORRIENTES, 421 DEL IMSERSO;
00;2021-422-00;DE LA TESORERIA GENERAL DE LA SEGURIDAD SOCIAL;2021;1873200;Comunidad Autónoma de La Rioja, 42 DE LA SEGURIDAD SOCIAL, 4 TRANSFERENCIAS CORRIENTES, 422 DE LA TESORERIA GENERAL DE LA SEGURIDAD SOCIAL;
00;2021-460-00;AYUNTAMIENTO DE LOGROÑO;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 46 DE CORPORACIONES LOCALES, 460 DE AYUNTAMIENTOS;
01;2021-460-01;OTROS AYUNTAMIENTOS;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 46 DE CORPORACIONES LOCALES, 460 DE AYUNTAMIENTOS;
00;2021-470-00;CONTOUR GLOBAL LA RIOJA;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 47 DE EMPRESAS PRIVADAS, 470 SOCIEDADES PRIVADAS;
  ;2021-472-  ;ENTIDADES FINANCIERAS;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 47 DE EMPRESAS PRIVADAS, 472 ENTIDADES FINANCIERAS;
00;2021-490-00;PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO;2021;3284000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 490 PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO, 49 DEL EXTERIOR;
01;2021-491-01;PROMOCION TERCEROS PAISES;2021;8432557;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
04;2021-491-04;AYUDAS A LA APICULTURA;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
06;2021-491-06;AYUDAS A LA DESTILACIÓN;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
10;2021-491-10;FONDOS OPERATIVOS DE LAS ORGANIZ. DE PRODUCTORES;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
11;2021-491-11;AYUDAS POR SUPERFICIE;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
21;2021-491-21;PAGOS REMOLACHA AZUCARERA;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
29;2021-491-29;FRUTA ESCOLAR;2021;208000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
30;2021-491-30;REGIMEN DE AYUDAS DIRECTAS;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
31;2021-491-31;AYUDA ASOCIADA VACUNO DE LECHE;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
32;2021-491-32;AYUDA ASOCIADA VACA NODRIZA;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
33;2021-491-33;AYUDA ASOCIADA EXPLOTACIONES OVINO;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
34;2021-491-34;AYUDA ASOCIADA EXPLOTACIONES CAPRINO;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
35;2021-491-35;AYUDA ASOCIADA VACUNO DE CEBO;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
36;2021-491-36;AYUDA DERECHOS ESPECIALES OVINO-CAPRINO;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
37;2021-491-37;AYUDA ASOCIADA LEGUMBRES DE CALIDAD;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
38;2021-491-38;AYUDA ASOCIADA FRUTOS DE CASCARA Y ALGARROBAS;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
40;2021-491-40;AYUDA ASOCIADA CULTIVOS PROTEICOS;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
41;2021-491-41;REEMBOLSO DISCIPLINA FINANCIERA;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
43;2021-491-43;AYUDA COSECHA EN VERDE-COVID 19;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 491 FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA), 49 DEL EXTERIOR;
00;2021-493-00;PROGRAMA DE DESARROLLO RURAL;2021;1244791;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 493 FONDO EUROPEO AGRICOLA DE DESARROLLO RURAL (FEADER), 49 DEL EXTERIOR;
00;2021-499-00;OTROS PROGRAMAS EUROPEOS;2021;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 499 OTRAS TRANSFERENCIAS DEL EXTERIOR, 49 DEL EXTERIOR;
02;2021-515-02;A ENTIDADES PUBLICAS EMPRESARIALES;2021;29100;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 51 INTERESES DE ANTICIPOS Y PRESTAMOS CONCEDIDOS, 515 A LA COMUNIDAD AUTONOMA DE LA RIOJA;
03;2021-515-03;A SOCIEDADES PUBLICAS;2021;10000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 51 INTERESES DE ANTICIPOS Y PRESTAMOS CONCEDIDOS, 515 A LA COMUNIDAD AUTONOMA DE LA RIOJA;
99;2021-515-99;A OTROS ENTES PUBLICOS;2021;0;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 51 INTERESES DE ANTICIPOS Y PRESTAMOS CONCEDIDOS, 515 A LA COMUNIDAD AUTONOMA DE LA RIOJA;
01;2021-516-01;AYUNTAMIENTO DE LOGROÑO. V.P.O. RUAVIEJA;2021;22400;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 51 INTERESES DE ANTICIPOS Y PRESTAMOS CONCEDIDOS, 516 A CORPORACIONES LOCALES;
04;2021-516-04;AYUNTAMIENTO DE LOGROÑO.REHABILITACION CASCO ANTIGUO;2021;10600;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 51 INTERESES DE ANTICIPOS Y PRESTAMOS CONCEDIDOS, 516 A CORPORACIONES LOCALES;
01;2021-518-01;OTROS GRUPOS DE VIVIENDAS PROTECCION OFICIAL;2021;0;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 51 INTERESES DE ANTICIPOS Y PRESTAMOS CONCEDIDOS, 518 A FAMILIAS E INSTITUCIONES SIN FINES DE LUCRO;
  ;2021-520-  ;INTERESES DE CUENTAS BANCARIAS;2021;1100;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 52 INTERESES DE DEPOSITOS, 520 INTERESES DE CUENTAS BANCARIAS;
01;2021-540-01;ARRENDAMIENTOS PARA VIVIENDA;2021;57700;Comunidad Autónoma de La Rioja, 54 RENTAS DE BIENES INMUEBLES, 5 INGRESOS PATRIMONIALES, 540 ARRENDAMIENTOS DE FINCAS URBANAS;
08;2021-540-08;ARRENDAMIENTOS PARA USOS DISTINTOS DE VIVIENDAS;2021;19000;Comunidad Autónoma de La Rioja, 54 RENTAS DE BIENES INMUEBLES, 5 INGRESOS PATRIMONIALES, 540 ARRENDAMIENTOS DE FINCAS URBANAS;
01;2021-550-01;CONCESION EXPOLTACION CAFETERIAS CENTROS HOSPITALARIOS;2021;4000;Comunidad Autónoma de La Rioja, 550 CONCESIONES ADMINISTRATIVAS, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES;
03;2021-550-03;CONCESION EXPLOTACION RESIDENCIA DE ARNEDO;2021;1000;Comunidad Autónoma de La Rioja, 550 CONCESIONES ADMINISTRATIVAS, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES;
05;2021-550-05;EXPLOTACION BAR-RESTAURANTE DE EL RASILLO;2021;10000;Comunidad Autónoma de La Rioja, 550 CONCESIONES ADMINISTRATIVAS, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES;
07;2021-550-07;CONCESION EXPLOTACION RESIDENCIA ALBELDA DE IREGUA;2021;13900;Comunidad Autónoma de La Rioja, 550 CONCESIONES ADMINISTRATIVAS, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES;
10;2021-550-10;RESIDENCIA ALZHEIMER;2021;14100;Comunidad Autónoma de La Rioja, 550 CONCESIONES ADMINISTRATIVAS, 5 INGRESOS PATRIMONIALES, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES;
