Descripcion;Identificador;Titulo;Año;Prevision Inicial ;IngresoClassificationPath;
12;2023-334-12;TASA 4.27 PRESTACIÓN SERVICIO LABORATORIO PARA CONTROL CALIDAD DE MATERIALES;2023;50000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
13;2023-334-13;TASA 4.28 OCUPACIÓN Y APROVECHAMIENTO BIENES DE DOMINIO PÚBLICO;2023;40000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
14;2023-334-14;TASA 4.29 INFORMES Y OTRAS ACTUACIONES;2023;20800;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
15;2023-334-15;TASA 4.30 REPRODUCCIÓN DE DOCUMENTOS;2023;50;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
17;2023-334-17;TASA 4.32 ORDENACIÓN DE DERECHOS MINEROS;2023;35000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
19;2023-334-19;TASA 4.34 ACTUACIONES DE GESTIÓN DE EXPLOTACIONES MINERAS;2023;4000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
21;2023-334-21;TASA 4.36 PARTICIPACIÓN EN EXÁMENES Y EXPEDICIÓN DE ACREDITACIONES;2023;2000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
25;2023-334-25;TASA 4.40 SERVICIOS EN MATERIA FORESTAL Y VIAS PECUARIAS;2023;300000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
26;2023-334-26;TASA 4.41 SERVICIOS EN MATERIA DE CAZA;2023;85000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
27;2023-334-27;TASA 4.42. PERMISOS DE CAZA EN TERRENOS CINEGÉTICOS ADMINISTRADOS POR LA CAR;2023;175000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
28;2023-334-28;TASA 4.43 SERVICIOS EN MATERIA DE PESCA;2023;90000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
29;2023-334-29;TASA 4.44 PERMISOS DE PESCA EN COTOS FLUVIALES;2023;25000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
30;2023-334-30;TASA 4.45 SERVICIOS EN MATERIA DE FLORA Y FAUNA;2023;1000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
31;2023-334-31;TASA 4.46 OCUPACIÓN Y APROVECHAMIENTO DE VIAS PECUARIAS;2023;100000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
32;2023-334-32;TASA 4.47 SERVICIOS EN MATERIA DE CALIDAD AMBIENTAL;2023;75000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
33;2023-334-33;TASA 4.48 SERVICIOS EN MATERIA DE INFORMACIÓN MEDIOAMBIENTAL;2023;500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS, 334 ACTUACIONES DE CARÁCTER ECONÓMICO;
00;2023-339-00;TASA 9.15 ACTUACIONES ADMINISTRATIVAS EN MATERIA JUEGOS DE SUERTE, ENVITE O AZAR;2023;0;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 339 ACTUACIONES DE CARÁCTER GENERAL, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
02;2023-339-02;TASA 9.17 INSCRIPCIONES REGISTRO MEDIADORES Y CORREDORES DE SEGUROS;2023;500;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 339 ACTUACIONES DE CARÁCTER GENERAL, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
03;2023-339-03;TASA 9.18 DEL BOLETÍN OFICIAL DE LA RIOJA;2023;45000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 339 ACTUACIONES DE CARÁCTER GENERAL, 33 TASAS AFECTADAS EN DECRETOS DE TRANSFERENCIAS;
00;2023-350-00;DEL SECTOR PÚBLICO;2023;100000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 35 INGRESOS PROCEDENTES DE PRESTACIONES DE ASISTENCIA SANITARIA, 350 GESTIONADA POR SERVCIO RIOJANO DE SALUD PARA FINANCIAR SUS GASTOS SANITARIOS;
01;2023-350-01;DEL SECTOR PRIVADO;2023;3000000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 35 INGRESOS PROCEDENTES DE PRESTACIONES DE ASISTENCIA SANITARIA, 350 GESTIONADA POR SERVCIO RIOJANO DE SALUD PARA FINANCIAR SUS GASTOS SANITARIOS;
00;2023-380-00;DE PAGOS DE EJERCICIOS ANTERIORES;2023;3600000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 380 DE PAGOS DE EJERCICIOS ANTERIORES, 38 REINTEGROS;
00;2023-390-00;DERECHOS DE EXAMEN PARA PROVISIÓN PLAZAS PARLAMENTO;2023;100;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 390 DERECHOS DE EXAMEN PARA PROVISIÓN PLAZAS PARLAMENTO;
00;2023-391-00;RECARGOS DE APREMIO;2023;200000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 391 RECARGOS Y MULTAS;
01;2023-391-01;INTERESES DE DEMORA;2023;150000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 391 RECARGOS Y MULTAS;
02;2023-391-02;MULTAS Y SANCIONES;2023;3500000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 391 RECARGOS Y MULTAS;
03;2023-391-03;MULTAS Y SANCIONES COVID-19;2023;50000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 391 RECARGOS Y MULTAS;
00;2023-392-00;RECAUDACIÓN DE TRIBUTOS;2023;2500000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 392 RECAUDACIÓN DE TRIBUTOS;
00;2023-395-00;COMISIONES POR CONCESIÓN DE AVALES;2023;1000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 395 INGRESOS DE GESTIONES DIVERSAS;
02;2023-395-02;PRIMAS CANALIZACIÓN DE IMPUESTOS Y CUOTAS A LA SEGURIDAD SOCIAL;2023;1000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 395 INGRESOS DE GESTIONES DIVERSAS;
01;2023-399-01;RECURSOS EVENTUALES;2023;600;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
02;2023-399-02;COSTAS JUDICIALES;2023;50000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
04;2023-399-04;OTRAS INDEMNIZACIONES;2023;500000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
06;2023-399-06;INGRESOS DE DIVERSAS MUTUAS DE ACC. DE TRABAJO Y ENF. PROF. DE LA SEG.SOC.;2023;400000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
99;2023-399-99;OTROS INGRESOS DIVERSOS;2023;500000;Comunidad Autónoma de La Rioja, 3 TASAS Y OTROS INGRESOS, 39 OTROS INGRESOS, 399 INGRESOS DIVERSOS;
00;2023-401-00;SANIDAD;2023;541000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACIÓNN DEL ESTADO;
01;2023-401-01;AGRICULTURA, PESCA Y ALIMENTACIÓN;2023;2644215;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACIÓNN DEL ESTADO;
03;2023-401-03;INCLUSIÓN, SEGURIDAD SOCIAL Y MIGRACIONES;2023;345000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACIÓNN DEL ESTADO;
04;2023-401-04;EDUCACIÓN Y FORMACIÓN PROFESIONAL;2023;5895600;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACIÓNN DEL ESTADO;
08;2023-401-08;HACIENDA Y FUNCIÓN PÚBLICA;2023;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACIÓNN DEL ESTADO;
16;2023-401-16;TRANSICIÓN ECOLÓGICA Y RETO DEMOGRÁFICO;2023;135000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACIÓNN DEL ESTADO;
17;2023-401-17;DERECHOS SOCIALES Y AGENDA 2030;2023;3032000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACIÓNN DEL ESTADO;
18;2023-401-18;IGUALDAD;2023;1192000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 401 DE DEPARTAMENTOS MINISTERIALES, 40 DE LA ADMINISTRACIÓNN DEL ESTADO;
04;2023-402-04;TRANSFERENCIA DEL FONDO DE GARANTÍA;2023;143748480;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACIÓNN DEL ESTADO, 402 PARTICIPACIÓN EN LOS INGRESOS DEL ESTADO;
07;2023-402-07;FONDO DE SUFICIENCIA GLOBAL;2023;251154680;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACIÓNN DEL ESTADO, 402 PARTICIPACIÓN EN LOS INGRESOS DEL ESTADO;
00;2023-403-00;PENSIONES ASISTENCIALES;2023;1000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACIÓNN DEL ESTADO, 403 PENSIONES ASISTENCIALES;
00;2023-406-00;ASIGNACIÓN 0,7% DEL I.R.P.F;2023;2640000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 40 DE LA ADMINISTRACIÓNN DEL ESTADO, 406 ASIGNACIÓN 0,7% DEL I.R.P.F;
00;2023-410-00;SERVICIO PÚBLICO DE EMPLEO ESTATAL;2023;10955800;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 410 DE ORGANISMOS AUTÓNOMOS, 41 DE ORGANISMOS AUTÓNOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO;
08;2023-410-08;INSTITUTO NACIONAL DE ADMINISTRACIÓN PÚBLICA;2023;300000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 410 DE ORGANISMOS AUTÓNOMOS, 41 DE ORGANISMOS AUTÓNOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO;
09;2023-410-09;ORGANISMO NACIONAL DE LOTERÍAS Y APUESTAS DEL ESTADO;2023;50000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 410 DE ORGANISMOS AUTÓNOMOS, 41 DE ORGANISMOS AUTÓNOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO;
00;2023-421-00;PRESTACIONES DEPENDENCIA;2023;9950000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 42 DE LA SEGURIDAD SOCIAL, 421 DEL IMSERSO;
00;2023-422-00;DE LA TESORERÍA GENERAL DE LA SEGURIDAD SOCIAL;2023;1288300;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 42 DE LA SEGURIDAD SOCIAL, 422 DE LA TESORERÍA GENERAL DE LA SEGURIDAD SOCIAL;
00;2023-490-00;PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO;2023;11350000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 490 PROGRAMA OPERATIVO FONDO SOCIAL EUROPEO;
01;2023-491-01;PROMOCIÓN TERCEROS PAÍSES;2023;4808568;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRÍCOLA DE GARANTÍA (FEAGA);
29;2023-491-29;FRUTA ESCOLAR;2023;150000;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRÍCOLA DE GARANTÍA (FEAGA);
30;2023-491-30;RÉGIMEN DE AYUDAS DIRECTAS;2023;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRÍCOLA DE GARANTÍA (FEAGA);
32;2023-491-32;AYUDA ASOCIADA VACA NODRIZA;2023;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRÍCOLA DE GARANTÍA (FEAGA);
33;2023-491-33;AYUDA ASOCIADA EXPLOTACIONES OVINO;2023;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRÍCOLA DE GARANTÍA (FEAGA);
35;2023-491-35;AYUDA ASOCIADA VACUNO DE CEBO;2023;0;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 491 FONDO EUROPEO AGRÍCOLA DE GARANTÍA (FEAGA);
00;2023-493-00;PROGRAMA DE DESARROLLO RURAL;2023;1253375;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 493 FONDO EUROPEO AGRÍCOLA DE DESARROLLO RURAL (FEADER);
00;2023-499-00;OTROS PROGRAMAS EUROPEOS;2023;34200;Comunidad Autónoma de La Rioja, 4 TRANSFERENCIAS CORRIENTES, 49 DEL EXTERIOR, 499 OTRAS TRANSFERENCIAS DEL EXTERIOR;
02;2023-515-02;A ENTIDADES PÚBLICAS EMPRESARIALES;2023;99700;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 51 INTERESES DE ANTICIPOS Y PRÉSTAMOS CONCEDIDOS, 515 A LA COMUNIDAD AUTÓNOMA DE LA RIOJA;
03;2023-515-03;A SOCIEDADES PÚBLICAS;2023;6000;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 51 INTERESES DE ANTICIPOS Y PRÉSTAMOS CONCEDIDOS, 515 A LA COMUNIDAD AUTÓNOMA DE LA RIOJA;
99;2023-515-99;A OTROS ENTES PÚBLICOS;2023;3200;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 51 INTERESES DE ANTICIPOS Y PRÉSTAMOS CONCEDIDOS, 515 A LA COMUNIDAD AUTÓNOMA DE LA RIOJA;
01;2023-516-01;AYUNTAMIENTO DE LOGROÑO. V.P.O. RUAVIEJA;2023;4800;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 51 INTERESES DE ANTICIPOS Y PRÉSTAMOS CONCEDIDOS, 516 A CORPORACIONES LOCALES;
04;2023-516-04;AYUNTAMIENTO DE LOGROÑO.REHABILITACIÓN CASCO HISTÓRICO;2023;2300;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 51 INTERESES DE ANTICIPOS Y PRÉSTAMOS CONCEDIDOS, 516 A CORPORACIONES LOCALES;
00;2023-520-00;INTERESES DE CUENTAS BANCARIAS;2023;1100;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 52 INTERESES DE DEPÓSITOS, 520 INTERESES DE CUENTAS BANCARIAS;
01;2023-540-01;ARRENDAMIENTOS PARA VIVIENDA;2023;48900;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 54 RENTAS DE BIENES INMUEBLES, 540 ARRENDAMIENTOS DE FINCAS URBANAS;
08;2023-540-08;ARRENDAMIENTOS PARA USOS DISTINTOS DE VIVIENDAS;2023;16500;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 54 RENTAS DE BIENES INMUEBLES, 540 ARRENDAMIENTOS DE FINCAS URBANAS;
01;2023-550-01;CONCESIÓN EXPOLTACIÓN CAFETERÍAS CENTROS HOSPITALARIOS;2023;4000;Comunidad Autónoma de La Rioja, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 5 INGRESOS PATRIMONIALES, 550 CONCESIONES ADMINISTRATIVAS;
02;2023-550-02;CONCESIÓN EXPLOTACIÓN CAFETERÍAS INSTALACIONES DEPORTIVAS;2023;35000;Comunidad Autónoma de La Rioja, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 5 INGRESOS PATRIMONIALES, 550 CONCESIONES ADMINISTRATIVAS;
03;2023-550-03;CONCESIÓN EXPLOTACIÓN RESIDENCIA DE ARNEDO;2023;1000;Comunidad Autónoma de La Rioja, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 5 INGRESOS PATRIMONIALES, 550 CONCESIONES ADMINISTRATIVAS;
05;2023-550-05;EXPLOTACIÓN BAR-RESTAURANTE DE EL RASILLO;2023;16000;Comunidad Autónoma de La Rioja, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 5 INGRESOS PATRIMONIALES, 550 CONCESIONES ADMINISTRATIVAS;
07;2023-550-07;CONCESIÓN EXPLOTACIÓN RESIDENCIA ALBELDA DE IREGUA;2023;14900;Comunidad Autónoma de La Rioja, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 5 INGRESOS PATRIMONIALES, 550 CONCESIONES ADMINISTRATIVAS;
10;2023-550-10;RESIDENCIA ALZHEIMER;2023;14800;Comunidad Autónoma de La Rioja, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 5 INGRESOS PATRIMONIALES, 550 CONCESIONES ADMINISTRATIVAS;
12;2023-550-12;CENTRO SOCIOSANITARIO DE CONVALECENCIA DE HARO;2023;10300;Comunidad Autónoma de La Rioja, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 5 INGRESOS PATRIMONIALES, 550 CONCESIONES ADMINISTRATIVAS;
99;2023-550-99;OTRAS CONCESIONES;2023;231300;Comunidad Autónoma de La Rioja, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 5 INGRESOS PATRIMONIALES, 550 CONCESIONES ADMINISTRATIVAS;
00;2023-551-00;GESTIÓN FONDO MEJORAS EN MONTES DE ENTIDADES LOCALES;2023;55000;Comunidad Autónoma de La Rioja, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 5 INGRESOS PATRIMONIALES, 551 APROVECHAMIENTOS ESPECIALES;
01;2023-551-01;APROVECHAMIENTO DE MONTES COMUNIDAD AUTÓNOMA DE LA RIOJA;2023;175000;Comunidad Autónoma de La Rioja, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 5 INGRESOS PATRIMONIALES, 551 APROVECHAMIENTOS ESPECIALES;
09;2023-551-09;OTROS APROVECHAMIENTOS;2023;21100;Comunidad Autónoma de La Rioja, 55 PRODUCTOS DE CONCESIONES Y APROVECHAMIENTOS ESPECIALES, 5 INGRESOS PATRIMONIALES, 551 APROVECHAMIENTOS ESPECIALES;
00;2023-599-00;FACTURACIÓN CONSUMO AGUA LA GRAJERA;2023;15400;Comunidad Autónoma de La Rioja, 5 INGRESOS PATRIMONIALES, 599 OTROS INGRESOS PATRIMONIALES, 59 OTROS INGRESOS PATRIMONIALES;
00;2023-619-00;VENTA DE OTRAS INVERSIONES REALES;2023;0;Comunidad Autónoma de La Rioja, 61 DE LAS DEMÁS INVERSIONES REALES, 619 VENTA DE OTRAS INVERSIONES REALES, 6 ENAJENACIÓN DE INVERSIONES REALES;
00;2023-701-00;SANIDAD;2023;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACIÓN DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
01;2023-701-01;AGRICULTURA, PESCA Y ALIMENTACIÓN;2023;1050960;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACIÓN DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
04;2023-701-04;EDUCACIÓN Y FORMACIÓN PROFESIONAL;2023;259000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACIÓN DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
06;2023-701-06;TRANSPORTES, MOVILIDAD Y AGENDA URBANA;2023;29503000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACIÓN DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
08;2023-701-08;HACIENDA Y FUNCIÓN PÚBLICA;2023;800000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACIÓN DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
11;2023-701-11;INDUSTRIA, COMERCIO Y TURISMO;2023;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 70 DE LA ADMINISTRACIÓN DEL ESTADO, 701 DE DEPARTAMENTOS MINISTERIALES;
05;2023-710-05;AGENCIA ESTATAL DE INVESTIGACIÓN;2023;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 71 DE ORGANISMOS AUTÓNOMOS DE LA ADMINISTRACIÓN GENERAL DEL ESTADO, 710 DE ORGANISMOS AUTÓNOMOS;
00;2023-759-00;PARLAMENTO DE LA RIOJA;2023;0;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 75 DE LA COMUNIDAD AUTÓNOMA DE LA RIOJA, 759 DE OTROS ENTES PÚBLICOS;
09;2023-760-09;OTROS AYUNTAMIENTOS;2023;133000;Comunidad Autónoma de La Rioja, 7 TRANSFERENCIAS DE CAPITAL, 76 DE CORPORACIONES LOCALES, 760 DE AYUNTAMIENTOS;
00;2023-790-00;PROGRAMA COMPETITIVIDAD REGIONAL Y EMPLEO;2023;38500000;Comunidad Autónoma de La Rioja, 79 DEL EXTERIOR, 7 TRANSFERENCIAS DE CAPITAL, 790 PROGRAMA OPERATIVO FONDO EUROPEO DE DESARROLLO REGIONAL (FEDER);
00;2023-791-00;OCM VINO INVERSIONES;2023;1229721;Comunidad Autónoma de La Rioja, 79 DEL EXTERIOR, 7 TRANSFERENCIAS DE CAPITAL, 791 FONDO EUROPEO AGRÍCOLA DE GARANTÍA (FEAGA);
01;2023-791-01;OCM VINO REESTRUCTURACIÓN Y RECONVERSIÓN DE VIÑEDO;2023;3715468;Comunidad Autónoma de La Rioja, 79 DEL EXTERIOR, 7 TRANSFERENCIAS DE CAPITAL, 791 FONDO EUROPEO AGRÍCOLA DE GARANTÍA (FEAGA);
00;2023-793-00;PROGRAMA DE DESARROLLO RURAL;2023;10818192;Comunidad Autónoma de La Rioja, 79 DEL EXTERIOR, 7 TRANSFERENCIAS DE CAPITAL, 793 FONDO EUROPEO AGRÍCOLA DE DESARROLLO RURAL (FEADER);
00;2023-820-00;A CORTO PLAZO;2023;5000000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRÉSTAMOS CONCEDIDOS AL SECTOR PÚBLICO, 820 A CORTO PLAZO;
04;2023-821-04;AYUNTAMIENTO DE LOGROÑO. 27 VIVIENDAS RUAVIEJA;2023;96000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRÉSTAMOS CONCEDIDOS AL SECTOR PÚBLICO, 821 A LARGO PLAZO;
06;2023-821-06;AYUNTAMIENTO DE LOGROÑO CASCO HISTÓRICO;2023;45500;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRÉSTAMOS CONCEDIDOS AL SECTOR PÚBLICO, 821 A LARGO PLAZO;
07;2023-821-07;ADER-BEI;2023;2895000;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRÉSTAMOS CONCEDIDOS AL SECTOR PÚBLICO, 821 A LARGO PLAZO;
08;2023-821-08;ADER-ICO FF;2023;579500;Comunidad Autónoma de La Rioja, 8 ACTIVOS FINANCIEROS, 82 REINTEGROS DE PRÉSTAMOS CONCEDIDOS AL SECTOR PÚBLICO, 821 A LARGO PLAZO;
