Ejerc,Partida,Denominación Partida,Org_1_Sección,Org_1_Denominación,Org_1_Completa,Org_2_Servicio,Org_2_Denominación,Org_2_Completa,Org_3_Centro,Org_3_Denominación,Org_3_Completa,Func_1_Grupo,Func_1_Denominación,Func_1_Completa,Func_2_Función,Func_2_Denominación,Func_2_Completa,Func_3_Subfunción,Func_3_Denominación,Func_3_Completa,Func_4_Programa,Func_4_Denominación,Func_4_Completa,Func_5_Subprograma,Func_5_Denominación,Func_5_Completa,Ec_1_Capítulo,Ec_1_Denominación,Ec_1_Completa,Ec_2,Ec_2_Denominación,Ec_2_Completa,Ec_3,Ec_3_Denominación,Ec_3_Completa,Ec_4,Ec_4_Denominación,Ec_4_Completa,Tipo_Presupuesto,Importe,Importe M
2023,0803.3411.76100,EQUIPAMIENTO DEPORTIVO PARA AYUNTAMIENTOS,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76100,EQUIPAMIENTO DEPORTIVO PARA AYUNTAMIENTOS,76100 EQUIPAMIENTO DEPORTIVO PARA AYUNTAMIENTOS,NO FINANCIERO,100000,0.1
2023,0803.3411.76101,AYUNTAMIENTO DE ÁBALOS PISTA POLIDEPORTIVA,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76101,AYUNTAMIENTO DE ÁBALOS PISTA POLIDEPORTIVA,76101 AYUNTAMIENTO DE ÁBALOS PISTA POLIDEPORTIVA,NO FINANCIERO,50000,0.05
2023,0803.3411.76102,AYUNTAMIENTO DE BRIEVA DE CAMEROS FRONTÓN MUNICIPAL,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76102,AYUNTAMIENTO DE BRIEVA DE CAMEROS FRONTÓN MUNICIPAL,76102 AYUNTAMIENTO DE BRIEVA DE CAMEROS FRONTÓN MUNICIPAL,NO FINANCIERO,34000,0.034
2023,0803.3411.76103,AYUNTAMIENTO DE CANALES DE LA SIERRA PISTA POLIDEPORTIVA,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76103,AYUNTAMIENTO DE CANALES DE LA SIERRA PISTA POLIDEPORTIVA,76103 AYUNTAMIENTO DE CANALES DE LA SIERRA PISTA POLIDEPORTIVA,NO FINANCIERO,50000,0.05
2023,0803.3411.76104,AYUNTAMIENTO DE GRÁVALOS PISTA PÁDEL,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76104,AYUNTAMIENTO DE GRÁVALOS PISTA PÁDEL,76104 AYUNTAMIENTO DE GRÁVALOS PISTA PÁDEL,NO FINANCIERO,70000,0.07
2023,0803.3411.76105,AYUNTAMIENTO DE HARO VESTUARIOS CAMPO FÚTBOL,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76105,AYUNTAMIENTO DE HARO VESTUARIOS CAMPO FÚTBOL,76105 AYUNTAMIENTO DE HARO VESTUARIOS CAMPO FÚTBOL,NO FINANCIERO,150000,0.15
2023,0803.3411.76106,AYUNTAMIENTO DE ALDEANUEVA DE EBRO GRADAS CAMPO FÚTBOL,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76106,AYUNTAMIENTO DE ALDEANUEVA DE EBRO GRADAS CAMPO FÚTBOL,76106 AYUNTAMIENTO DE ALDEANUEVA DE EBRO GRADAS CAMPO FÚTBOL,NO FINANCIERO,35000,0.035
2023,0803.3411.76107,AYUNTAMIENTO DE ALBELDA DE IREGUA VESTUARIOS POLIDEPORTIVO Y FRONTÓN,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76107,AYUNTAMIENTO DE ALBELDA DE IREGUA VESTUARIOS POLIDEPORTIVO Y FRONTÓN,76107 AYUNTAMIENTO DE ALBELDA DE IREGUA VESTUARIOS POLIDEPORTIVO Y FRONTÓN,NO FINANCIERO,70000,0.07
2023,0803.3411.76108,AYUNTAMIENTO DE NAJERA. PISTAS DE PADEL,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76108,AYUNTAMIENTO DE NAJERA. PISTAS DE PADEL,76108 AYUNTAMIENTO DE NAJERA. PISTAS DE PADEL,NO FINANCIERO,90000,0.09
2023,0803.3411.76109,AYUNTAMIENTO DE BERCEO: ESPACIO DEPORTIVO,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76109,AYUNTAMIENTO DE BERCEO: ESPACIO DEPORTIVO,76109 AYUNTAMIENTO DE BERCEO: ESPACIO DEPORTIVO,NO FINANCIERO,250000,0.25
2023,0803.3411.76110,AYUNTAMIENTO DE ARNEDO. CONSTRUCCION PABELLON DEPORTIVO,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76110,AYUNTAMIENTO DE ARNEDO. CONSTRUCCION PABELLON DEPORTIVO,76110 AYUNTAMIENTO DE ARNEDO. CONSTRUCCION PABELLON DEPORTIVO,NO FINANCIERO,100000,0.1
2023,0803.3411.76111,AYUNTAMIENTO DE MURILLO DE RIO LEZA. CONSTRUCCION PISTAS DE PADEL,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76111,AYUNTAMIENTO DE MURILLO DE RIO LEZA. CONSTRUCCION PISTAS DE PADEL,76111 AYUNTAMIENTO DE MURILLO DE RIO LEZA. CONSTRUCCION PISTAS DE PADEL,NO FINANCIERO,100000,0.1
2023,0803.3411.76112,AYUNTAMIENTO DEVENTOSA. INSTALACIONES DEPORTIVAS,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76112,AYUNTAMIENTO DEVENTOSA. INSTALACIONES DEPORTIVAS,76112 AYUNTAMIENTO DEVENTOSA. INSTALACIONES DEPORTIVAS,NO FINANCIERO,260000,0.26
2023,0803.3411.76113,AYUNTAMIENTO DE SAN ROMAN DE CAMEROS. FRONTON MUNICIPAL,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0803,DIRECCIÓN GENERAL DE DEPORTE,0803 DIRECCIÓN GENERAL DE DEPORTE,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,34,DEPORTE,34 DEPORTE,341,DEPORTE,341 DEPORTE,3411,DEPORTE,3411 DEPORTE,,,,7,TRANSFERENCIAS DE CAPITAL,7 TRANSFERENCIAS DE CAPITAL,76,A CORPORACIONES LOCALES,76 A CORPORACIONES LOCALES,761,A AYUNTAMIENTOS,761 A AYUNTAMIENTOS,76113,AYUNTAMIENTO DE SAN ROMAN DE CAMEROS. FRONTON MUNICIPAL,76113 AYUNTAMIENTO DE SAN ROMAN DE CAMEROS. FRONTON MUNICIPAL,NO FINANCIERO,50000,0.05
2023,0804.3211.10000,RETRIBUCIONES BÁSICAS,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0804,DIRECCIÓN GENERAL DE GESTION EDUCATIVA,0804 DIRECCIÓN GENERAL DE GESTION EDUCATIVA,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,32,EDUCACIÓN,32 EDUCACIÓN,321,EDUCACIÓN,321 EDUCACIÓN,3211,ADMINISTRACIÓN GENERAL DE EDUCACIÓN,3211 ADMINISTRACIÓN GENERAL DE EDUCACIÓN,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,10,ALTOS CARGOS,10 ALTOS CARGOS,100,RETRIBUCIONES BÁSICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,100 RETRIBUCIONES BÁSICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,10000,RETRIBUCIONES BÁSICAS,10000 RETRIBUCIONES BÁSICAS,NO FINANCIERO,22947,0.022947
2023,0804.3211.10001,OTRAS REMUNERACIONES,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0804,DIRECCIÓN GENERAL DE GESTION EDUCATIVA,0804 DIRECCIÓN GENERAL DE GESTION EDUCATIVA,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,32,EDUCACIÓN,32 EDUCACIÓN,321,EDUCACIÓN,321 EDUCACIÓN,3211,ADMINISTRACIÓN GENERAL DE EDUCACIÓN,3211 ADMINISTRACIÓN GENERAL DE EDUCACIÓN,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,10,ALTOS CARGOS,10 ALTOS CARGOS,100,RETRIBUCIONES BÁSICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,100 RETRIBUCIONES BÁSICAS Y OTRAS REMUNERACIONES DE ALTOS CARGOS,10001,OTRAS REMUNERACIONES,10001 OTRAS REMUNERACIONES,NO FINANCIERO,44449,0.044449
2023,0804.3211.12000,SUELDO Y PAGAS EXTRAORDINARIAS,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0804,DIRECCIÓN GENERAL DE GESTION EDUCATIVA,0804 DIRECCIÓN GENERAL DE GESTION EDUCATIVA,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,32,EDUCACIÓN,32 EDUCACIÓN,321,EDUCACIÓN,321 EDUCACIÓN,3211,ADMINISTRACIÓN GENERAL DE EDUCACIÓN,3211 ADMINISTRACIÓN GENERAL DE EDUCACIÓN,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,120,RETRIBUCIONES BÁSICAS,120 RETRIBUCIONES BÁSICAS,12000,SUELDO Y PAGAS EXTRAORDINARIAS,12000 SUELDO Y PAGAS EXTRAORDINARIAS,NO FINANCIERO,843108,0.843108
2023,0804.3211.12005,TRIENIOS,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0804,DIRECCIÓN GENERAL DE GESTION EDUCATIVA,0804 DIRECCIÓN GENERAL DE GESTION EDUCATIVA,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,32,EDUCACIÓN,32 EDUCACIÓN,321,EDUCACIÓN,321 EDUCACIÓN,3211,ADMINISTRACIÓN GENERAL DE EDUCACIÓN,3211 ADMINISTRACIÓN GENERAL DE EDUCACIÓN,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,120,RETRIBUCIONES BÁSICAS,120 RETRIBUCIONES BÁSICAS,12005,TRIENIOS,12005 TRIENIOS,NO FINANCIERO,104028,0.104028
2023,0804.3211.12100,COMPLEMENTO DE DESTINO,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0804,DIRECCIÓN GENERAL DE GESTION EDUCATIVA,0804 DIRECCIÓN GENERAL DE GESTION EDUCATIVA,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,32,EDUCACIÓN,32 EDUCACIÓN,321,EDUCACIÓN,321 EDUCACIÓN,3211,ADMINISTRACIÓN GENERAL DE EDUCACIÓN,3211 ADMINISTRACIÓN GENERAL DE EDUCACIÓN,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,121,RETRIBUCIONES COMPLEMENTARIAS,121 RETRIBUCIONES COMPLEMENTARIAS,12100,COMPLEMENTO DE DESTINO,12100 COMPLEMENTO DE DESTINO,NO FINANCIERO,350362,0.350362
2023,0804.3211.12101,COMPLEMENTO ESPECÍFICO,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0804,DIRECCIÓN GENERAL DE GESTION EDUCATIVA,0804 DIRECCIÓN GENERAL DE GESTION EDUCATIVA,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,32,EDUCACIÓN,32 EDUCACIÓN,321,EDUCACIÓN,321 EDUCACIÓN,3211,ADMINISTRACIÓN GENERAL DE EDUCACIÓN,3211 ADMINISTRACIÓN GENERAL DE EDUCACIÓN,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,121,RETRIBUCIONES COMPLEMENTARIAS,121 RETRIBUCIONES COMPLEMENTARIAS,12101,COMPLEMENTO ESPECÍFICO,12101 COMPLEMENTO ESPECÍFICO,NO FINANCIERO,501440,0.50144
2023,0804.3211.12104,OTRAS REMUNERACIONES,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0804,DIRECCIÓN GENERAL DE GESTION EDUCATIVA,0804 DIRECCIÓN GENERAL DE GESTION EDUCATIVA,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,32,EDUCACIÓN,32 EDUCACIÓN,321,EDUCACIÓN,321 EDUCACIÓN,3211,ADMINISTRACIÓN GENERAL DE EDUCACIÓN,3211 ADMINISTRACIÓN GENERAL DE EDUCACIÓN,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,12,FUNCIONARIOS,12 FUNCIONARIOS,121,RETRIBUCIONES COMPLEMENTARIAS,121 RETRIBUCIONES COMPLEMENTARIAS,12104,OTRAS REMUNERACIONES,12104 OTRAS REMUNERACIONES,NO FINANCIERO,1852,0.001852
2023,0804.3211.13100,RETRIBUCIONES BÁSICAS,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0804,DIRECCIÓN GENERAL DE GESTION EDUCATIVA,0804 DIRECCIÓN GENERAL DE GESTION EDUCATIVA,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,32,EDUCACIÓN,32 EDUCACIÓN,321,EDUCACIÓN,321 EDUCACIÓN,3211,ADMINISTRACIÓN GENERAL DE EDUCACIÓN,3211 ADMINISTRACIÓN GENERAL DE EDUCACIÓN,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,131,LABORAL TEMPORAL,131 LABORAL TEMPORAL,13100,RETRIBUCIONES BÁSICAS,13100 RETRIBUCIONES BÁSICAS,NO FINANCIERO,5919,0.005919
2023,0804.3211.13101,OTRAS REMUNERACIONES,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0804,DIRECCIÓN GENERAL DE GESTION EDUCATIVA,0804 DIRECCIÓN GENERAL DE GESTION EDUCATIVA,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,32,EDUCACIÓN,32 EDUCACIÓN,321,EDUCACIÓN,321 EDUCACIÓN,3211,ADMINISTRACIÓN GENERAL DE EDUCACIÓN,3211 ADMINISTRACIÓN GENERAL DE EDUCACIÓN,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,13,LABORALES,13 LABORALES,131,LABORAL TEMPORAL,131 LABORAL TEMPORAL,13101,OTRAS REMUNERACIONES,13101 OTRAS REMUNERACIONES,NO FINANCIERO,5919,0.005919
2023,0804.3211.16000,SEGURIDAD SOCIAL,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0804,DIRECCIÓN GENERAL DE GESTION EDUCATIVA,0804 DIRECCIÓN GENERAL DE GESTION EDUCATIVA,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,32,EDUCACIÓN,32 EDUCACIÓN,321,EDUCACIÓN,321 EDUCACIÓN,3211,ADMINISTRACIÓN GENERAL DE EDUCACIÓN,3211 ADMINISTRACIÓN GENERAL DE EDUCACIÓN,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,16,"CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR","16 CUOTAS, PRESTACIONES Y GASTOS SOCIALES A CARGO DEL EMPLEADOR",160,CUOTAS SOCIALES,160 CUOTAS SOCIALES,16000,SEGURIDAD SOCIAL,16000 SEGURIDAD SOCIAL,NO FINANCIERO,391991,0.391991
2023,0804.3211.17100,ACTUALIZACIÓN MASA SALARIAL Y CARRERA PROFESIONAL,08,"EDUCACION, CULTURA, DEPORTE Y JUVENTUD","08 EDUCACION, CULTURA, DEPORTE Y JUVENTUD",0804,DIRECCIÓN GENERAL DE GESTION EDUCATIVA,0804 DIRECCIÓN GENERAL DE GESTION EDUCATIVA,,,,3,PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,3 PRODUCCIÓN DE BIENES PÚBLICOS DE CARÁCTER PREFERENTE,32,EDUCACIÓN,32 EDUCACIÓN,321,EDUCACIÓN,321 EDUCACIÓN,3211,ADMINISTRACIÓN GENERAL DE EDUCACIÓN,3211 ADMINISTRACIÓN GENERAL DE EDUCACIÓN,,,,1,GASTOS DE PERSONAL,1 GASTOS DE PERSONAL,17,ATENCIONES DIVERSAS,17 ATENCIONES DIVERSAS,171,ACTUALIZACIÓN MASA SALARIAL Y CARRERA PROFESIONAL,171 ACTUALIZACIÓN MASA SALARIAL Y CARRERA PROFESIONAL,17100,ACTUALIZACIÓN MASA SALARIAL Y CARRERA PROFESIONAL,17100 ACTUALIZACIÓN MASA SALARIAL Y CARRERA PROFESIONAL,NO FINANCIERO,4590000,4.59
