EJERCICIO;ID_CAPITULO;DESC_CAPITULO;ID_ARTICULO;DESC_ARTICULO;ID_CONCEPTO;DESC_CONCEPTO;ID_SUBCONCEPTO;DESC_SUBCONCEPTO;PROPUESTA
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-1;Prestación De Servicios                                                                                                                                                                                                                                   ;3-1-9;Actuaciones De Carácter General                                                                                                                                                                                                                           ;3-1-9-01;Recinto Ferial Albelda De Iregua                                                                                                                                                                                                                          ; 11404,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-1;Prestación De Servicios                                                                                                                                                                                                                                   ;3-1-9;Actuaciones De Carácter General                                                                                                                                                                                                                           ;3-1-9-06;Servicio Pericial Ins Medicina Legal Reclamaciones Circulación Vehículos A Motor                                                                                                                                                                          ; 5082,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-1;Prestación De Servicios                                                                                                                                                                                                                                   ;3-1-9;Actuaciones De Carácter General                                                                                                                                                                                                                           ;3-1-9-99;Otros                                                                                                                                                                                                                                                     ; 78323,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-1;Servicios Públicos Básicos                                                                                                                                                                                                                                ;3-2-1-01;Tasa 1.02. Inscripciói Y Expedición Certificados Registro Parejas De Hecho                                                                                                                                                                                ; 6721,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-1;Servicios Públicos Básicos                                                                                                                                                                                                                                ;3-2-1-03;Tasa 1.04 Utilización Centros Telecomunicaciones Por Prestadores Serv. Com. Aud.                                                                                                                                                                          ; 160350,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-3;Producción De Bienes Públicos De Carácter Preferente                                                                                                                                                                                                      ;3-2-3-00;Tasa 3.01 Inscripción Pruebas Libres Obtención Título Bachiller Mayores 20 Años                                                                                                                                                                           ; 176,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-3;Producción De Bienes Públicos De Carácter Preferente                                                                                                                                                                                                      ;3-2-3-01;Tasa 3.02 Inscripción Pruebas Acceso Ciclos Formativos Grado Medio Y Superior                                                                                                                                                                             ; 4038,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-3;Producción De Bienes Públicos De Carácter Preferente                                                                                                                                                                                                      ;3-2-3-02;Tasa 3.03 Inscripción Pruebas Acceso Formación Cert. Prof. Nivel 2 Y 3                                                                                                                                                                                    ; 237,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-2-4-00;Tasa 4.01. Certificación Y Control Dop Aceite De La Rioja                                                                                                                                                                                                 ; 7341,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-2-4-02;Tasa 4.03 Certificación Y Control Dop Peras De Rincón De Soto                                                                                                                                                                                             ; 11500,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-2-4-03;Tasa 4.04 Certificación Y Control Igp Chorizo Riojano                                                                                                                                                                                                     ; 6020,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-2-4-04;Tasa 4.05 Certificación Y Control Igp Pimiento Riojano                                                                                                                                                                                                    ; 4821,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-2-4-05;Tasa 4.06 Certificación Y Control Dop Queso Camerano                                                                                                                                                                                                      ; 3571,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-2-4-06;Tasa 4.07 Certificación Y Control Igp Coliflor De Calahorra                                                                                                                                                                                               ; 700,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-2-4-08;Tasa 4.09 Tramitación Eficiencia Energética Edificios                                                                                                                                                                                                     ; 107850,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-9;Actuaciones De Carácter General                                                                                                                                                                                                                           ;3-2-9-00;Tasa 9.01 Prestación De Servicios De Carácter General                                                                                                                                                                                                     ; 19400,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-9;Actuaciones De Carácter General                                                                                                                                                                                                                           ;3-2-9-01;Tasa 9.02 Dirección E Inspección Obras Por Contrato                                                                                                                                                                                                       ; 1416521,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-2;Tasas De La Comunidad Autónoma De La Rioja                                                                                                                                                                                                                ;3-2-9;Actuaciones De Carácter General                                                                                                                                                                                                                           ;3-2-9-03;Tasa 9.04. Inscripción En Procesos De Selección De Personal                                                                                                                                                                                               ; 396148,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-1;Servicios Públicos Básicos                                                                                                                                                                                                                                ;3-3-1-00;Tasa 1.15 Autorizaciones                                                                                                                                                                                                                                  ; 8446,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-2;Actuaciones De Protección Y Promoción Social                                                                                                                                                                                                              ;3-3-2-00;Tasa 2.15 Acreditación Centros Y/O Entidades De Formación Para El Empleo                                                                                                                                                                                  ; 10000,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-2;Actuaciones De Protección Y Promoción Social                                                                                                                                                                                                              ;3-3-2-03;Tasa 2.18 Cédulas De Habitabilidad                                                                                                                                                                                                                        ; 100846,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-2;Actuaciones De Protección Y Promoción Social                                                                                                                                                                                                              ;3-3-2-04;Tasa 2.19 Prestación Servicios Administrativos Generales Servicio De Urbanismo                                                                                                                                                                            ; 6000,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-2;Actuaciones De Protección Y Promoción Social                                                                                                                                                                                                              ;3-3-2-05;Tasa 2.20 Tramitación De Procedimientos Urbanísticos                                                                                                                                                                                                      ; 5100,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-2;Actuaciones De Protección Y Promoción Social                                                                                                                                                                                                              ;3-3-2-06;Tasa 2.21 Autorizaciones Urbanísticas                                                                                                                                                                                                                     ; 12895,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-2;Actuaciones De Protección Y Promoción Social                                                                                                                                                                                                              ;3-3-2-07;Tasa 2.22 Inscripción En Registro De Entidades Urbanísticas Colaboradoras                                                                                                                                                                                 ; 700,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-2;Actuaciones De Protección Y Promoción Social                                                                                                                                                                                                              ;3-3-2-08;Tasa 2.23 Expedición Y Homologación Títulos Monitor Y Director De Tiempo Libre                                                                                                                                                                            ; 1114,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-2;Actuaciones De Protección Y Promoción Social                                                                                                                                                                                                              ;3-3-2-09;Tasa 2.24 Permisos Acampada Libre Grupos O Asociaciones Juveniles En La Car                                                                                                                                                                               ; 1135,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-3;Producción De Bienes Públicos De Carácter Preferente                                                                                                                                                                                                      ;3-3-3-00;Tasa 3.15 Servicios Sanitarios                                                                                                                                                                                                                            ; 225757,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-3;Producción De Bienes Públicos De Carácter Preferente                                                                                                                                                                                                      ;3-3-3-01;Tasa 3.16 Inscripciones Y Controles Sanitarios Carnes Frescas Y Otros Prod. Anim                                                                                                                                                                          ; 23218,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-3;Producción De Bienes Públicos De Carácter Preferente                                                                                                                                                                                                      ;3-3-3-02;Tasa 3.17 Servicios Docentes De Eoi Y De Conservatorios De Música De La Rioja                                                                                                                                                                             ; 360759,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-3;Producción De Bienes Públicos De Carácter Preferente                                                                                                                                                                                                      ;3-3-3-03;Tasa 3.18 Expedición De Títulos Académicos Y Profesionales                                                                                                                                                                                                ; 169855,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-00;Tasa 4.15 Prestación Servicios Relacionados Con La Producción Agrícola                                                                                                                                                                                    ; 40900,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-01;Tasa 4.16 Ordenación Y Defensa De Las Industrias Agrarias                                                                                                                                                                                                 ; 8000,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-02;Tasa 4.17 Gestión Técnico Facultativa Servicios Agronómicos                                                                                                                                                                                               ; 32558,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-03;Tasa 4.18 Servicios Facultativos Veterinarios                                                                                                                                                                                                             ; 25000,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-05;Tasa 4.20 Asistencia Del Servicio Veterinario Oficial A Ferias                                                                                                                                                                                            ; 2600,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-06;Tasa 4.21 Industria                                                                                                                                                                                                                                       ; 600000,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-07;Tasa 4.22 Prestación De Servicios De Itv                                                                                                                                                                                                                  ; 771750,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-08;Tasa 4.23 Tramitación Administrativa De Licencia Comercial Específica                                                                                                                                                                                     ; 100,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-09;Tasa 4.24 Expedición Otras Certificaciones De La Dirección General De Trabajo                                                                                                                                                                             ; 80,0
 00000000000000000000000000000000002025;3;Tasas Y Otros Ingresos                                                                                                                                                                                                                                    ;3-3;Tasas Afectadas En Decretos De Transferencias                                                                                                                                                                                                             ;3-3-4;Actuaciones De Carácter Económico                                                                                                                                                                                                                         ;3-3-4-10;Tasa 4.25 Servicios Prestados En El Registro De Propiedad Intelectual                                                                                                                                                                                     ; 3325,0
